transaction_id,transaction_amount,time_of_day,distance_from_home_km,num_transactions_24h,merchant_risk_score,is_fraud
695,7.38,4,20.24,1,0.052,0
696,22.58,12,45.52,0,0.249,0
697,141.79,18,5.39,4,0.24,0
698,45.55,9,15.81,1,0.288,0
699,70.24,8,0.34,3,0.561,0
700,102.81,15,13.37,3,0.171,0
701,53.91,14,60.72,5,0.328,0
702,22.92,12,1.35,1,0.192,0
703,143.15,4,39.75,1,0.003,0
704,72.31,11,1.24,0,0.04,0
705,18.2,15,1.33,1,0.492,0
706,109.92,12,4.23,1,0.377,0
707,73.21,15,10.52,1,0.114,0
708,75.99,15,37.51,3,0.409,0
709,9.88,22,68.42,1,0.551,0
710,34.05,6,8.87,3,0.202,0
711,47.14,5,11.05,0,0.0,0
712,11.05,15,14.37,1,0.318,0
713,148.54,18,26.08,0,0.513,0
714,30.43,8,7.73,2,0.02,0
715,28.51,19,47.02,1,0.306,0
716,17.6,15,0.6,1,0.284,0
717,347.64,17,1.62,1,0.127,0
718,30.08,0,5.43,3,0.091,0
719,48.57,5,0.44,3,0.378,0
720,41.53,7,21.22,2,0.19,0
721,57.83,9,6.97,3,0.055,0
722,36.48,8,2.7,2,0.0,0
723,11.83,23,4.76,2,0.426,0
724,187.82,16,10.39,0,0.0,0
725,383.51,14,17.65,1,0.573,0
726,60.61,1,3.44,1,0.052,0
727,55.59,3,1.43,2,0.49,0
728,5.0,17,15.61,1,0.284,0
729,119.47,14,8.46,2,0.117,0
730,31.6,14,4.18,0,0.414,0
731,59.77,21,37.61,6,0.396,1
732,7.74,2,29.44,3,0.057,0
733,101.5,14,9.24,0,0.0,0
734,41.84,16,9.43,1,0.305,0
735,9.01,11,12.73,3,0.19,0
736,33.17,8,6.94,1,0.096,0
737,61.73,12,3.88,2,0.192,0
738,27.48,12,6.77,1,0.477,0
739,190.3,11,4.02,1,0.239,0
740,32.97,3,13.07,3,0.208,0
741,71.72,21,3.69,1,0.58,0
742,24.44,5,19.58,2,0.0,0
743,56.39,3,0.64,0,0.24,0
744,101.66,2,17.01,0,0.445,0
745,67.03,20,24.94,2,0.192,0
746,83.93,16,20.28,2,0.481,0
747,56.28,2,5.35,2,0.39,0
748,159.77,17,2.32,3,0.233,0
749,112.2,1,1.75,3,0.42,0
750,17.57,13,4.98,1,0.328,0
751,23.46,16,102.23,0,0.388,0
752,175.42,21,21.54,0,0.143,0
753,238.39,4,5.46,2,0.375,0
754,86.29,18,1.13,5,0.114,0
755,13.58,3,8.33,2,0.08,0
756,111.93,6,0.25,2,0.029,0
757,173.27,19,23.41,4,0.125,0
758,14.66,7,23.94,1,0.123,0
759,59.35,9,99.95,2,0.399,0
760,50.32,19,29.15,1,0.0,0
761,114.77,6,3.71,1,0.482,0
762,97.82,7,12.64,4,0.035,0
763,127.17,4,10.65,3,0.363,0
764,30.98,12,2.17,2,0.0,0
765,35.77,6,6.59,3,0.0,0
766,143.16,9,19.78,2,0.419,0
767,101.37,3,15.85,3,0.463,0
768,70.82,20,4.47,2,0.489,0
769,22.18,4,3.97,1,0.057,0
770,11.58,16,20.3,2,0.0,0
771,83.46,3,15.88,2,0.182,0
772,95.46,14,20.38,4,0.414,0
773,6.06,21,33.34,1,0.086,0
774,84.87,9,12.64,1,0.103,0
775,10.62,7,8.62,1,0.167,0
776,46.51,7,9.24,2,0.281,0
777,31.61,11,10.91,0,0.402,0
778,113.89,19,42.71,0,0.034,0
779,158.95,11,24.48,3,0.531,0
780,15.6,4,8.33,4,0.209,0
781,89.03,22,13.98,2,0.055,0
782,44.39,1,2.16,3,0.499,0
783,62.55,4,10.56,2,0.239,0
784,68.74,12,2.63,1,0.216,0
785,110.14,17,7.58,1,0.411,0
786,26.99,5,24.39,0,0.0,0
787,47.79,22,9.0,3,0.138,0
788,23.0,20,27.68,0,0.381,0
789,77.98,13,29.46,3,0.29,0
790,43.34,8,0.95,1,0.0,0
791,32.68,9,10.19,3,0.399,0
792,15.41,2,44.14,3,0.258,0
793,41.99,14,23.54,5,0.263,0
794,44.41,5,20.05,1,0.252,0
795,10.52,19,0.59,3,0.086,0
796,21.57,18,0.94,4,0.0,0
797,122.11,21,48.16,3,0.362,0
798,111.48,2,9.36,3,0.242,0
799,9.86,22,6.9,1,0.71,0
800,7.91,7,33.44,1,0.203,0
801,76.39,15,5.86,0,0.325,0
802,27.51,11,6.11,0,0.016,0
803,63.99,22,17.46,4,0.223,0
804,28.24,23,5.78,2,0.0,0
805,20.33,21,46.68,0,0.107,0
806,119.01,23,16.23,1,0.0,0
807,50.18,17,22.82,3,0.091,0
808,82.6,7,21.6,2,0.098,0
809,18.38,13,21.33,1,0.335,0
810,36.94,12,63.36,3,0.454,0
811,64.18,9,6.85,0,0.367,0
812,14.95,4,3.21,3,0.0,0
813,54.57,12,5.63,1,0.199,0
814,39.92,12,12.25,2,0.0,0
815,23.5,23,27.15,1,0.105,0
816,88.52,10,13.23,1,0.329,0
817,10.09,17,4.71,2,0.278,0
818,26.08,7,5.35,2,0.573,0
819,17.6,17,33.68,4,0.556,0
820,62.12,22,62.54,2,0.421,0
821,211.0,7,7.54,0,0.215,0
822,8.19,20,20.33,3,0.099,0
823,53.19,15,10.13,2,0.419,0
824,51.29,18,7.3,1,0.355,0
825,147.65,3,3.11,2,0.434,0
826,91.25,21,11.78,3,0.38,0
827,73.78,7,12.59,0,0.305,0
828,16.66,19,10.91,1,0.491,0
829,254.13,6,19.66,3,0.0,0
830,71.52,8,16.26,5,0.707,1
831,178.92,13,36.65,1,0.443,0
832,193.21,0,42.88,4,0.311,0
833,18.24,13,14.72,1,0.159,0
834,7.6,9,30.6,2,0.179,0
835,6.35,6,20.31,2,0.142,0
836,88.77,5,1.5,3,0.057,0
837,65.29,12,56.62,1,0.108,0
838,34.34,21,12.19,2,0.343,0
839,122.25,14,6.56,3,0.367,0
840,74.23,2,10.15,3,0.506,0
841,353.99,12,0.55,1,0.325,0
842,43.68,3,6.43,2,0.252,0
843,197.96,7,6.23,3,0.011,0
844,235.76,1,10.87,1,0.336,0
845,56.84,9,18.33,3,0.388,0
846,60.59,11,4.61,1,0.001,0
847,5.64,3,8.48,3,0.559,0
848,164.87,19,7.43,1,1.0,1
849,23.96,12,5.19,2,0.222,0
850,198.05,6,4.6,2,0.256,0
851,187.44,22,0.11,3,0.413,0
852,89.58,21,5.25,0,0.274,0
853,109.07,16,2.61,0,0.274,0
854,24.17,4,13.39,2,0.0,0
855,139.35,12,19.13,3,0.16,0
856,25.31,12,19.4,3,0.453,0
857,296.24,17,8.11,4,0.298,0
858,181.84,22,2.37,0,0.372,0
859,51.53,0,7.55,4,0.387,0
860,174.79,3,55.42,5,0.453,0
861,50.19,12,9.59,1,0.178,0
862,17.09,7,30.67,0,0.318,0
863,52.8,3,32.69,2,0.281,0
864,11.48,1,1.83,2,0.697,0
865,126.61,21,30.96,2,0.728,0
866,48.68,17,4.01,1,0.126,0
867,56.31,18,16.88,3,0.358,0
868,31.16,19,1.47,1,0.096,0
869,105.42,5,15.49,0,0.08,0
870,99.04,18,3.08,0,0.203,0
871,54.9,14,1.39,1,0.221,0
872,48.86,19,6.28,4,0.257,0
873,23.63,17,24.96,3,0.471,0
874,15.43,7,5.76,1,0.0,0
875,40.53,23,15.15,2,0.166,0
876,322.95,1,4.6,1,0.104,0
877,82.44,21,45.74,3,0.316,0
878,59.88,10,18.11,2,0.321,0
879,105.96,0,3.72,1,0.444,0
880,40.93,7,1.31,3,0.01,0
881,53.85,23,44.99,2,0.071,0
882,8.74,14,17.69,1,0.114,0
883,6.03,20,19.71,3,0.303,0
884,7.66,12,26.75,5,0.337,0
885,68.45,19,11.45,1,0.234,0
886,58.96,1,6.32,1,0.302,0
887,91.59,14,12.71,4,0.016,0
888,67.56,12,15.9,1,0.441,0
889,89.86,14,11.93,3,0.188,0
890,102.55,17,3.86,0,0.303,0
891,76.01,14,10.07,6,0.228,0
892,10.61,17,0.1,4,0.793,0
893,6.88,18,28.47,3,0.259,0
894,88.34,15,13.58,2,0.0,0
895,233.08,3,28.19,4,0.0,0
896,48.69,19,3.63,1,0.093,0
897,275.93,23,1.09,2,0.378,0
898,189.49,0,5.85,4,0.0,0
899,138.33,13,1.44,0,0.41,0
900,22.79,5,14.0,7,0.09,0
901,10.12,4,52.84,3,0.244,0
902,48.11,13,17.57,2,0.509,0
903,249.5,6,19.79,3,0.0,0
904,79.8,12,15.58,3,0.217,0
905,90.71,21,0.86,1,0.0,0
906,26.04,8,24.43,4,0.37,0
907,8.43,2,12.16,2,0.0,0
908,150.64,5,5.99,2,0.406,0
909,77.3,11,10.26,2,0.321,0
910,85.99,15,12.17,2,0.152,0
911,45.95,22,53.18,2,0.405,0
912,229.88,23,5.1,3,0.503,0
913,63.2,13,6.87,1,0.36,0
914,8.4,4,8.13,0,0.397,0
915,116.93,17,11.75,1,0.694,0
916,34.43,11,13.61,1,0.204,0
917,236.96,12,12.93,3,0.132,0
918,32.36,18,9.09,2,0.16,0
919,7.18,4,42.64,4,0.287,0
920,10.73,13,11.73,3,0.325,0
921,15.62,19,28.32,1,0.238,0
922,47.07,8,24.52,3,0.424,0
923,54.85,7,6.11,4,0.314,0
924,25.88,11,10.91,2,0.494,0
925,121.98,0,11.67,1,0.109,0
926,134.23,20,11.48,0,0.0,0
927,17.21,16,1.83,3,0.0,0
928,90.35,5,2.21,0,0.226,0
929,52.41,8,18.1,2,0.29,0
930,136.92,3,34.22,2,0.38,0
931,40.18,22,11.53,1,0.091,0
932,31.63,13,5.13,1,0.299,0
933,305.75,0,11.6,1,0.004,0
934,102.99,5,14.58,1,0.47,0
935,52.22,22,1.24,3,0.21,0
936,35.8,18,1.35,2,0.182,0
937,62.58,4,7.12,3,0.516,0
938,38.0,11,3.78,0,0.364,0
939,33.42,20,1.69,1,0.0,0
940,42.55,16,17.58,2,0.0,0
941,10.09,10,12.93,4,0.298,0
942,198.48,6,25.57,3,0.235,0
943,35.56,6,26.51,1,0.371,0
944,82.32,19,14.94,0,0.239,0
945,18.63,14,19.83,4,0.293,0
946,36.0,5,13.45,6,0.031,0
947,78.33,5,2.62,1,0.378,0
948,150.42,11,12.58,1,0.1,0
949,62.52,23,87.44,1,0.0,0
950,28.8,23,0.57,2,0.506,0
951,61.66,16,21.74,0,0.354,0
952,16.91,2,5.56,2,0.169,0
953,152.62,16,11.58,3,0.354,0
954,8.23,9,3.51,0,0.0,0
955,56.34,18,0.54,1,0.32,0
956,59.48,2,1.91,0,0.249,0
957,50.66,19,4.27,0,0.065,0
958,55.23,2,3.11,2,0.117,0
959,135.45,17,13.99,1,0.101,0
960,31.93,16,2.69,0,0.299,0
961,69.24,21,37.78,2,0.0,0
962,24.99,15,15.93,3,0.47,0
963,226.28,16,10.29,2,0.501,0
964,48.04,9,4.81,4,0.228,0
965,62.0,7,28.07,2,0.156,0
966,27.19,9,18.93,1,0.378,0
967,50.37,14,67.85,0,0.0,0
968,79.29,22,17.54,4,0.098,0
969,65.49,21,38.7,2,0.608,0
970,69.01,11,8.47,0,0.0,0
971,142.75,0,2.76,2,0.45,0
972,174.18,4,5.47,5,0.0,0
973,146.78,0,19.68,0,0.285,0
974,58.44,1,16.61,1,0.181,0
975,56.4,21,25.16,4,0.263,0
976,55.13,8,13.72,5,0.002,0
977,94.65,19,24.94,2,0.32,0
978,177.64,0,10.5,1,0.0,0
979,41.17,3,2.72,4,0.212,0
980,170.62,15,2.49,1,0.004,0
981,59.8,5,8.17,1,0.339,0
982,42.03,19,27.11,3,0.017,0
983,59.2,5,17.25,3,0.132,0
984,44.81,0,3.18,4,0.0,0
985,16.6,4,5.52,2,0.408,0
986,7.78,18,28.14,2,0.27,0
987,26.39,2,57.54,1,0.392,0
988,160.99,0,22.17,1,0.0,0
989,44.82,0,1.57,0,0.162,0
990,56.0,5,10.61,4,0.301,0
991,424.88,22,121.26,4,0.748,1
992,102.66,6,0.73,4,0.597,1
993,89.95,4,0.97,2,0.538,0
994,25.9,18,1.38,2,0.178,0
995,101.59,15,24.19,1,0.464,0
996,40.78,19,3.44,3,0.0,0
997,6.14,5,2.5,1,0.292,0
998,35.63,6,20.77,1,0.137,0
999,33.48,22,7.18,3,0.0,0
1000,46.5,9,25.45,2,0.3,0
1001,16.14,14,2.26,2,0.452,0
1002,61.76,2,20.96,1,0.472,0
1003,72.64,0,65.24,3,0.0,0
1004,43.28,2,14.84,2,0.125,0
1005,140.37,2,11.39,4,0.552,0
1006,86.52,1,26.52,3,0.575,0
1007,204.54,10,3.1,3,0.354,0
1008,27.89,21,12.55,4,0.478,0
1009,41.29,9,2.62,2,0.272,0
1010,84.58,19,12.34,2,0.324,0
1011,145.73,15,23.03,2,0.16,0
1012,30.69,10,29.96,1,0.339,0
1013,37.78,3,0.82,1,0.418,0
1014,14.76,16,1.5,1,0.0,0
1015,95.65,5,22.68,3,0.242,0
1016,59.72,12,37.91,0,0.422,0
1017,51.78,13,26.05,3,0.356,0
1018,17.95,0,22.42,1,0.479,0
1019,11.37,7,30.82,6,0.266,0
1020,38.95,9,6.76,2,0.244,0
1021,154.18,11,20.29,3,0.358,0
1022,16.99,22,27.05,2,0.456,0
1023,152.25,3,2.69,3,0.203,0
1024,57.51,11,28.03,0,0.309,0
1025,96.26,10,38.31,0,0.107,0
1026,8.53,0,18.72,2,0.0,0
1027,45.31,9,87.83,3,0.341,0
1028,11.09,22,0.49,0,0.197,0
1029,14.33,20,28.19,3,0.225,0
1030,27.48,8,15.97,3,0.167,0
1031,241.18,21,12.7,0,0.298,0
1032,19.53,2,2.53,5,0.53,0
1033,90.23,11,1.54,1,0.096,0
1034,24.05,3,27.75,3,0.285,0
1035,88.47,5,0.97,2,0.0,0
1036,127.44,23,0.02,0,0.473,0
1037,67.9,16,22.19,0,0.708,0
1038,15.49,6,4.45,1,0.41,0
1039,72.85,21,7.89,2,0.0,0
1040,235.53,15,40.73,3,0.0,0
1041,23.98,13,1.38,5,0.381,0
1042,59.89,18,3.22,0,0.585,0
1043,70.51,19,8.79,1,0.507,0
1044,268.99,22,105.98,0,0.531,1
1045,5.37,14,14.36,1,0.312,0
1046,14.93,5,1.74,1,0.149,0
1047,43.01,14,4.63,3,0.385,0
1048,21.5,18,2.19,0,0.524,0
1049,84.81,21,8.09,1,0.462,0
1050,111.11,0,12.76,3,0.0,0
1051,36.96,8,3.02,2,0.0,0
1052,103.8,3,0.76,0,0.218,0
1053,56.59,16,3.07,3,0.313,0
1054,97.6,7,8.3,0,0.272,0
1055,88.68,19,13.81,3,0.666,0
1056,327.08,17,1.21,2,0.395,0
1057,40.33,21,30.26,2,0.366,0
1058,78.52,15,23.14,2,0.14,0
1059,142.5,22,10.58,2,0.212,0
1060,96.79,14,26.54,0,0.299,0
1061,26.02,19,1.09,1,0.565,0
1062,190.55,1,9.42,1,0.513,0
1063,12.84,17,2.54,2,0.02,0
1064,58.05,23,12.67,3,0.019,0
1065,163.97,11,19.14,0,0.349,0
1066,44.7,4,9.56,2,0.244,0
1067,11.21,19,17.97,5,0.463,0
1068,19.57,12,9.89,2,0.033,0
1069,50.58,10,27.72,7,0.434,0
1070,6.27,13,3.94,3,0.063,0
1071,6.46,4,1.55,2,0.184,0
1072,125.42,3,8.62,3,0.672,0
1073,193.12,19,7.24,0,0.028,0
1074,28.15,4,2.98,3,0.225,0
1075,40.7,11,11.02,3,0.383,0
1076,62.67,3,4.46,2,0.0,0
1077,86.97,8,5.55,5,0.578,0
1078,23.64,5,0.31,4,0.21,0
1079,173.22,2,4.09,0,0.237,0
1080,38.7,13,8.4,2,0.0,0
1081,173.11,0,13.13,4,0.053,0
1082,16.25,12,0.2,0,0.0,0
1083,126.05,21,21.22,1,0.506,0
1084,31.65,8,14.13,1,0.108,0
1085,22.11,4,18.0,0,0.364,0
1086,50.49,8,36.93,2,0.324,0
1087,54.5,15,31.34,2,0.106,0
1088,171.0,6,5.13,3,0.421,0
1089,135.92,0,10.55,2,0.645,0
1090,32.48,2,7.76,0,0.036,0
1091,9.12,15,10.1,2,0.326,0
1092,54.7,21,17.46,0,0.134,0
1093,118.59,4,25.5,2,0.304,0
1094,14.4,0,4.37,2,0.0,0
1095,21.09,14,22.05,1,0.534,0
1096,6.37,17,0.33,3,0.127,0
1097,40.03,4,17.87,1,0.284,0
1098,88.61,13,4.69,3,0.049,0
1099,56.1,20,55.52,0,0.53,0
1100,87.93,1,4.08,0,0.34,0
1101,43.13,20,31.42,5,0.606,0
1102,130.55,10,4.65,3,0.0,0
1103,87.12,7,0.19,1,0.468,0
1104,102.72,0,4.34,2,0.191,0
1105,6.6,12,15.28,2,0.113,0
1106,50.35,21,6.77,2,0.131,0
1107,38.17,5,2.9,2,0.108,0
1108,202.86,19,2.93,3,0.129,0
1109,8.85,21,1.24,4,0.206,0
1110,60.88,12,5.65,0,0.15,0
1111,11.43,14,4.57,3,0.157,0
1112,8.52,17,49.83,1,0.339,0
1113,34.27,3,0.69,0,0.453,0
1114,64.5,22,27.3,0,0.232,0
1115,307.2,0,37.43,3,0.433,0
1116,163.0,2,4.13,1,0.256,0
1117,104.43,9,15.42,3,0.285,0
1118,132.37,12,50.05,2,0.269,0
1119,121.94,19,22.13,1,0.0,0
1120,20.26,14,11.13,1,0.117,0
1121,32.32,18,1.75,0,0.148,0
1122,63.15,19,13.32,2,0.0,0
1123,35.59,11,5.75,1,0.228,0
1124,12.57,19,18.5,1,0.017,0
1125,26.57,17,21.52,5,0.144,0
1126,49.1,12,11.91,1,0.111,0
1127,26.9,23,0.44,1,0.0,0
1128,58.24,10,4.13,1,0.595,0
1129,159.2,9,0.65,4,0.244,0
1130,27.73,5,13.18,2,0.39,0
1131,187.62,23,0.77,2,0.293,0
1132,83.18,13,0.39,1,0.217,0
1133,134.58,21,15.6,1,0.284,0
1134,107.4,23,24.56,3,0.34,0
1135,84.19,16,11.54,2,0.338,0
1136,145.33,19,14.95,2,0.048,0
1137,34.01,16,7.77,4,0.299,0
1138,14.75,1,33.45,2,0.21,0
1139,14.67,18,80.88,3,0.065,0
1140,120.81,16,1.07,0,0.405,0
1141,174.35,10,16.84,6,0.306,0
1142,58.65,10,10.11,3,0.292,0
1143,17.06,17,3.21,2,0.0,0
1144,65.03,4,21.62,0,0.533,0
1145,138.07,3,2.21,2,0.286,0
1146,174.2,2,2.39,2,0.057,0
1147,10.96,9,3.46,3,0.064,0
1148,18.52,7,3.47,2,0.0,0
1149,32.3,9,17.53,3,0.035,0
1150,109.31,9,37.83,3,0.65,0
1151,19.58,10,2.81,4,0.0,0
1152,38.86,8,0.61,5,0.063,0
1153,11.5,8,2.76,3,0.535,0
1154,113.43,7,0.23,1,0.452,0
1155,9.22,13,3.79,0,0.739,0
1156,109.86,7,10.86,2,0.237,0
1157,35.15,16,2.34,4,0.046,0
1158,93.13,2,0.2,6,0.234,0
1159,33.93,8,18.5,3,0.131,0
1160,40.12,6,11.94,1,0.619,0
1161,52.66,7,3.61,0,0.096,0
1162,181.27,7,7.7,0,0.309,0
1163,13.67,18,8.83,3,0.0,0
1164,62.34,2,9.7,2,0.175,0
1165,39.44,15,7.62,1,0.283,0
1166,146.19,16,6.77,3,0.143,0
1167,26.61,11,46.26,0,0.39,0
1168,65.46,9,24.66,1,0.535,0
1169,59.54,11,4.09,1,0.082,0
1170,113.91,1,21.49,3,0.226,0
1171,65.01,12,20.81,4,0.727,0
1172,51.77,9,36.93,3,0.382,0
1173,84.18,0,14.56,1,0.111,0
1174,17.46,14,17.52,5,0.436,0
1175,22.63,8,37.7,2,0.156,0
1176,112.0,20,3.45,1,0.265,0
1177,8.68,20,2.83,2,0.276,0
1178,194.5,13,1.36,1,0.371,0
1179,6.73,16,24.77,0,0.177,0
1180,67.95,13,37.92,2,0.086,0
1181,92.73,18,10.49,1,0.483,0
1182,20.73,13,16.18,2,0.379,0
1183,156.41,17,43.86,1,0.354,0
1184,54.1,5,11.85,0,0.13,0
1185,109.1,20,9.05,3,0.398,0
1186,20.15,2,37.65,5,0.194,0
1187,29.1,1,7.54,1,0.159,0
1188,121.67,7,4.0,1,0.201,0
1189,146.25,3,27.93,5,0.329,0
1190,37.31,20,15.82,0,0.48,0
1191,11.06,1,41.03,3,0.271,0
1192,125.13,17,16.15,0,0.306,0
1193,274.95,14,9.88,4,0.083,0
1194,13.41,21,10.13,2,0.0,0
1195,5.9,11,31.3,3,0.391,0
1196,78.93,8,1.4,3,0.171,0
1197,35.75,12,37.07,1,0.261,0
1198,63.59,12,13.66,5,0.251,0
1199,26.32,15,12.02,0,0.006,0
1200,252.04,0,21.53,3,0.28,0
1201,36.74,22,21.12,3,0.0,0
1202,84.33,17,29.16,0,0.156,0
1203,26.06,19,44.93,2,0.548,0
1204,171.25,16,10.65,2,0.103,0
1205,46.43,7,8.38,2,0.321,0
1206,14.67,13,7.3,1,0.298,0
1207,32.09,22,23.67,3,0.469,0
1208,28.86,17,21.78,1,0.524,0
1209,126.21,4,7.48,2,0.777,0
1210,10.85,21,20.4,1,0.393,0
1211,20.35,6,20.96,1,0.0,0
1212,44.33,7,22.02,2,0.198,0
1213,131.92,21,3.43,0,0.374,0
1214,19.28,2,35.51,3,0.126,0
1215,266.12,17,6.8,4,0.33,0
1216,38.51,5,21.38,3,0.289,0
1217,24.53,7,43.02,3,0.789,0
1218,152.57,15,2.86,2,0.04,0
1219,23.57,19,0.62,2,0.173,0
1220,26.84,16,30.34,1,0.433,0
1221,27.01,0,6.01,4,0.003,0
1222,80.3,4,7.49,2,0.433,0
1223,53.9,12,16.04,2,0.118,0
1224,11.88,9,1.46,2,0.564,0
1225,47.4,3,5.62,1,0.014,0
1226,37.22,5,5.18,0,0.536,0
1227,39.2,9,25.17,0,0.311,0
1228,181.69,3,9.1,2,0.179,0
1229,111.59,19,9.18,1,0.434,0
1230,246.66,9,0.69,2,0.554,0
1231,48.96,10,12.19,3,0.461,0
1232,83.7,7,12.28,1,0.331,0
1233,111.76,18,36.98,3,0.185,0
1234,31.11,10,12.75,3,0.088,0
1235,46.92,16,6.44,2,0.181,0
1236,17.45,1,12.35,2,0.251,0
1237,58.36,13,17.77,0,0.322,0
1238,22.5,0,16.83,3,0.0,0
1239,186.0,21,3.63,1,0.158,0
1240,61.16,16,17.07,2,0.148,0
1241,18.65,19,9.75,2,0.673,0
1242,237.85,19,10.19,0,0.165,0
1243,11.54,10,5.14,2,0.011,0
1244,193.64,16,5.75,1,0.0,0
1245,25.76,4,6.6,1,0.256,0
1246,30.95,8,3.12,2,0.681,0
1247,26.92,14,22.15,0,0.312,0
1248,153.27,12,13.9,1,0.273,0
1249,23.57,5,15.57,0,0.023,0
1250,45.04,6,13.55,1,0.205,0
1251,177.96,23,5.25,2,0.245,0
1252,19.62,18,5.47,5,0.33,0
1253,13.66,21,6.73,2,0.037,0
1254,60.23,1,76.77,2,0.325,0
1255,49.26,12,16.88,1,0.232,0
1256,188.94,7,3.36,1,0.49,0
1257,240.71,1,5.95,4,0.236,0
1258,48.22,3,5.44,3,0.377,0
1259,33.26,9,7.7,4,0.415,0
1260,83.14,17,23.57,1,0.257,0
1261,17.1,15,14.67,2,0.102,0
1262,20.7,20,18.58,0,0.213,0
1263,45.31,6,12.73,1,0.432,0
1264,18.26,0,6.88,0,0.563,0
1265,28.72,19,17.26,1,0.213,0
1266,104.54,12,5.79,1,0.629,0
1267,51.98,0,15.75,1,0.276,0
1268,22.37,11,52.39,0,0.086,0
1269,102.72,22,4.55,3,0.0,0
1270,56.01,21,29.63,0,0.405,0
1271,44.23,0,37.41,3,0.498,0
1272,101.07,11,3.36,2,0.42,0
1273,73.47,11,0.52,3,0.04,0
1274,54.9,17,13.27,2,0.182,0
1275,25.48,11,23.99,2,0.104,0
1276,10.61,21,0.2,1,0.233,0
1277,97.44,17,3.81,1,0.641515268053094,0
1278,80.9,21,21.83,2,0.503,0
1279,38.9,18,0.51,1,0.749,0
1280,42.03,9,12.22,1,0.206,0
1281,60.04,13,12.15,1,0.317,0
1282,124.05,10,2.19,0,0.28,0
1283,91.48,13,1.29,1,0.561,0
1284,59.07,1,7.88,2,0.342,0
1285,65.69,8,7.65,4,0.0,0
1286,10.55,8,58.66,5,0.198,0
1287,109.31,9,32.77,3,0.134,0
1288,14.02,16,34.55,5,0.145,0
1289,79.35,11,5.57,2,0.462,0
1290,61.7,9,30.57,2,0.203,0
1291,128.41,3,4.76,2,0.343,0
1292,6.59,2,1.79,5,0.351,0
1293,6.35,0,24.72,1,0.128,0
1294,7.62,16,22.37,3,0.352,0
1295,21.49,8,1.83,4,0.317,0
1296,20.85,2,16.34,2,0.329,0
1297,23.3,19,8.72,2,0.169,0
1298,162.17,11,1.85,1,0.0,0
1299,29.24,12,3.88,3,0.659,0
1300,52.91,1,7.72,2,0.224,0
1301,233.09,14,4.45,1,0.279,0
1302,22.91,23,26.82,3,0.0,0
1303,53.36,1,0.57,1,0.326,0
1304,253.2,14,4.86,0,0.12,0
1305,5.71,5,45.41,2,0.371,0
1306,59.9,1,6.28,2,0.226,0
1307,27.79,9,0.67,1,0.0,0
1308,8.25,17,0.7,2,0.309,0
1309,43.72,4,28.24,1,0.0,0
1310,45.17,19,0.79,2,0.023,0
1311,14.45,1,4.8,1,0.261,0
1312,124.8,15,34.1,4,0.451,0
1313,8.68,14,18.85,4,0.303,0
1314,17.69,6,29.29,0,0.283,0
1315,11.9,11,3.69,1,0.635,0
1316,141.93,5,39.89,1,0.588,0
1317,20.23,10,5.54,4,0.381,0
1318,76.85,23,3.96,2,0.09,0
1319,321.49,17,0.24,2,0.239,0
1320,16.28,16,29.35,2,0.516,0
1321,21.24,22,4.17,2,0.0,0
1322,429.4,21,8.25,3,0.216,0
1323,100.37,23,4.51,1,0.356,0
1324,51.11,11,8.16,2,0.806,0
1325,364.76,12,0.98,3,0.0,0
1326,44.64,16,3.22,1,0.0,0
1327,61.55,2,22.48,0,0.0,0
1328,90.99,17,22.54,3,0.58,0
1329,6.67,5,9.98,2,0.366,0
1330,465.86,18,7.1,2,0.098,0
1331,5.52,18,28.14,7,0.413,0
1332,5.76,19,25.33,1,0.155,0
1333,55.18,6,6.14,1,0.195,0
1334,25.57,8,35.02,2,0.291,0
1335,95.55,9,11.86,3,0.079,0
1336,182.68,4,11.78,2,0.22,0
1337,35.26,13,7.18,0,0.3,0
1338,48.23,8,1.42,0,0.363,0
1339,71.85,12,32.19,0,0.562,0
1340,110.52,15,6.92,0,0.225,0
1341,74.45,9,3.05,4,0.315,0
1342,75.22,15,27.62,0,0.557,0
1343,83.91,15,9.01,2,0.164,0
1344,11.37,23,11.04,4,0.01,0
1345,131.74,2,30.33,0,0.097,0
1346,45.09,22,7.5,0,0.42,0
1347,112.4,12,3.78,1,0.183,0
1348,68.38,19,28.83,3,0.351,0
1349,57.58,6,1.81,3,0.45,0
1350,215.54,1,20.78,0,0.149,0
1351,81.36,14,7.47,1,0.017,0
1352,50.28,6,0.72,3,0.0,0
1353,49.65,12,18.21,1,0.345,0
1354,59.36,1,6.0,0,0.0,0
1355,73.89,21,10.17,3,0.042,0
1356,107.39,17,18.71,1,0.23,0
1357,68.97,4,9.25,1,0.134,0
1358,6.13,1,7.03,2,0.016,0
1359,190.68,19,2.77,2,0.487,0
1360,69.02,5,21.28,4,0.282,0
1361,209.28,23,20.8,3,0.376,0
1362,15.41,2,12.85,3,0.385,0
1363,343.12,16,1.0,4,0.13,0
1364,19.0,7,1.22,4,0.437,0
1365,102.26,16,24.48,1,0.159,0
1366,78.88,16,5.79,0,0.197,0
1367,105.16,21,13.35,3,0.239,0
1368,17.15,2,2.38,1,0.0,0
1369,22.5,22,18.69,4,0.223,0
1370,27.99,6,7.09,0,0.0,0
1371,11.79,12,2.02,0,0.136,0
1372,5.94,1,2.09,1,0.141,0
